name,syd_n_de_dossier_cegid,syd_naf,syd_forme_juridique_sirene,syd_activite,syd_premiere_date_de_signature,syd_total_salaries,accountid,naf_officiel,activite_differe
MAISON DELAIS,12868,1071C,,"Boulangerie, pâtisserie",2024-06-20,3,BEE531E4-DEAB-EE11-BE37-000D3ADF74F0,Boulangerie et boulangerie-pâtisserie,True
A2J,12497,6832A,,Acquisition et location de biens immobiliers,2024-10-23,0,EE1C926D-0448-EE11-BE6D-000D3ADF74F0,Administration d'immeubles et autres biens immobiliers,True
Famille Unie,12507,6820B,,Acquisition et location de biens immobiliers,2024-05-16,0,DE56BCFB-CD4B-EE11-BE6E-000D3ADF74F0,Location de terrains et d'autres biens immobiliers,True
BRITISH IMMO,12557,6820B,,Location de terrains et autres biens immobiliers,2023-11-06,0,87BC0656-3656-EE11-BE6F-000D3ADF74F0,Location de terrains et d'autres biens immobiliers,True
MIRABELLE,12560,8230Z,,"Organisation de foires, salons professionnels et",2024-01-30,0,14E5411D-F856-EE11-BE6F-000D3ADF74F0,"Organisation de foires, salons professionnels et congrès",True
UTHAYARAJAH,12673,4711C,,Rachat SARL SANDRA & JEROME,2023-11-07,0,8F655E77-F773-EE11-8179-000D3ADF7AEC,Supérettes,True
PEPIN MAXIME,12801,8622,,Ophtalmologue,2024-02-22,0,6DB800F9-7E8F-EE11-8179-000D3ADF7AEC,Activité des médecins spécialistes,True
TERRA VIVENTE,11843,7010Z,,Holding,2024-03-29,0,B051D0CA-B1B9-ED11-83FE-000D3ADF7AEC,Activités des sièges sociaux,True
CHEZ PAONPOL,12615,4781Z,,Foodtruck Friterie,2023-11-30,0,749C5A3F-EA61-EE11-8DF0-000D3ADF7AEC,Commerce de détail alimentaire sur éventaires et marchés,True
FABRICE BIROT,12235,IRPP,,,2024-03-28,0,2E39B66A-850B-EE11-8F6E-000D3ADF7AEC,,True
SCI L.A.M,12964,6820B,,"Acquisition, construction, gestion d'immeuble",2025-05-04,0,57679580-0FC5-EE11-9079-000D3ADF7AEC,Location de terrains et d'autres biens immobiliers,True
SCI L'ERIMUROISE,12970,6820B,,"Acquisition, administration, gestion et location de biens immobiliers",2024-03-15,0,B6FA59F2-28C7-EE11-9079-000D3ADF7AEC,Location de terrains et d'autres biens immobiliers,True
PANO,11416,6820B,SCI,Locations de bâtiments professionnels,2024-06-25,0,A4CBE4CF-2F60-ED11-9561-000D3ADF7AEC,Location de terrains et d'autres biens immobiliers,True
BONNE SAISON,11453,4726Z,SNC,commerce de détail de produits à base de tabac en magasin spécialisé,2023-02-20,1,DD97A91A-E26B-ED11-9561-000D3ADF7AEC,Commerce de détail de produits à base de tabac en magasin spécialisé,True
DR PEPIN MAXIME,11317,8622C,,Médecin,2024-02-22,0,01947477-CD40-ED11-9DB0-000D3ADF7AEC,Autres activités des médecins spécialistes,True
RTAV TRANSPORT,12917,4941A,,Transport de véhicules,2024-02-26,0,733F69D0-D0B6-EE11-A569-000D3ADF7AEC,Transports routiers de fret interurbains,True
GREG LIVE SERVICES,12926,8299Z,,Production audiovisuelle,2024-02-23,0,5195CD5F-CEB9-EE11-A569-000D3ADF7AEC,Autres activités de soutien aux entreprises n.c.a.,True
FB LIGHT,12929,9002Z,,Prestations techniques liées à l'éclairage,2024-02-19,0,74038969-D1B9-EE11-A569-000D3ADF7AEC,Activités de soutien au spectacle vivant,True
L'ATYPIQUE,11592,4729Z,,Autres commerces de détail alimentaires en magasin spécialisé,2023-03-17,0,15022799-8292-ED11-AAD1-000D3ADF7AEC,Autres commerces de détail alimentaires en magasin spécialisé ,True
ETR Guéné,11653,7740Z,,Location-bail de propriété intellectuelle et de produits,2023-04-05,0,53C7EA4D-2D9B-ED11-AAD1-000D3ADF7AEC,"Location-bail de propriété intellectuelle et de produits similaires, à l'exception des œuvres soumises à copyright",True
LB PRODUCTION,11673,5920Z,,Enregistrement sonore et édition musicale,2023-02-27,0,3097A7FE-BC9C-ED11-AAD1-000D3ADF7AEC,Enregistrement sonore et édition musicale ,True
LEWIS ELIZABETH,11386,6831Z,EI,Conseillère en immobilier,2022-11-02,0,D6005B14-3554-ED11-BBA2-000D3ADF7AEC,Agences immobilières,True
LEWIS,11389,NAN,SCI,Immobilier,2022-12-21,0,73E6DDD0-4754-ED11-BBA2-000D3ADF7AEC,,True
Notaire du Sud Sarthe - Le Lude (72),11390,6910Z,,Activités comptables,,0,7B80D3B1-4A54-ED11-BBA2-000D3ADF7AEC,Activités juridiques,True
ON MY HILL,11395,5510Z,SAS,Hôtels et hébergement similaire,2022-11-07,5,E3CFB809-0E55-ED11-BBA2-000D3ADF7AEC,Hôtels et hébergement similaire ,True
GARAGE BARTHELEMY,11331,NAN,SARL,Entretien et réparation de véhicules,2022-11-07,2,E62D3173-3246-ED11-BBA3-000D3ADF7AEC,,True
BARTHELEMY,11333,NAN,SCI,Location de biens immobiliers,2022-11-07,0,B2D37C4A-4F46-ED11-BBA3-000D3ADF7AEC,,True
ONZE,12816,5920Z,,Production musicale,2024-01-18,0,7C617880-B192-EE11-BE37-000D3ADF7AEC,Enregistrement sonore et édition musicale ,True
INAYA ATHLETISME,12531,9312Z,,Athlétisme,2023-10-10,1,2499EF45-8F50-EE11-BE6E-000D3ADF7AEC,Activités de clubs de sports,True
NTV NANTES,12553,5911A,,Production de films et de programmes pour la télévision,2023-09-29,0,AF104703-0656-EE11-BE6F-000D3ADF7AEC,Production de films et de programmes pour la télévision ,True
COLLINE DUFRESNE,11029,8623Z,BNC,Chirurgien Dentiste,2022-05-30,0,C4A67F63-55D8-EC11-A7B5-002248995677,Pratique dentaire,True
ALEXANDRE DHELIN,13616,6820A,,LMNP,2024-11-22,0,554E3989-6B90-EF11-8A6A-00224899569D,Location de logements,True
BH SECURITE,13628,8010Z,,Sécurité,2024-11-29,0,787403AB-D195-EF11-8A6A-00224899569D,Activités de sécurité privée ,True
SCM LECLERC,13629,NAN,,Société civile de moyen pour kinés,2024-11-15,0,694C61FA-DF95-EF11-8A6A-00224899569D,,True
SCI MARINIERS,13631,6820B,,"Acquisition, gestion et location de biens immobiliers.",2024-12-11,0,641D4F51-F895-EF11-8A6A-00224899569D,Location de terrains et d'autres biens immobiliers,True
R.U.BY,13638,NAN,,Restauration,2024-12-17,1,A26BA3B9-959A-EF11-8A6A-00224899569D,,True
ALEXANDRE Benjamin,13643,4611Z,,Intermédiaires du commerce en matières premières agricoles,2025-03-03,0,58F9662E-699B-EF11-8A6A-00224899569D,"Intermédiaires du commerce en matières premières agricoles, animaux vivants, matières premières textiles et produits semi-finis",True
GREATEST WARRIORS,13569,4791B,,"La vente et le commerce en ligne de produit Hyperprotéiné type viande séchée, bouillon de Bœuf",2024-10-07,0,4B375A5E-0F7F-EF11-AC21-00224899569D,Vente à distance sur catalogue spécialisé,True
THOMAS,13580,5630Z,,"Bar, tabac, presse",2024-12-05,1,95B3EB2F-9A81-EF11-AC21-00224899569D,Débits de boissons,True
CENOTE,13583,5821Z,,Edition de jeux vidéos,2024-10-25,0,45291E4C-AA84-EF11-AC21-00224899569D,Édition de jeux électroniques,True
ARTS ET LOIRE PAYSAGES,11012,8130Z,EURL,Services d'aménagement paysager,2022-06-09,5,520435E6-89D6-EC11-A7B5-002248995F9A,Services d'aménagement paysager ,True
JD AUTOM,11018,3320C,EURL,Conception d'ensemble et assemblage sur site industriel,2022-10-19,0,1A05DA8E-50D7-EC11-A7B5-002248995F9A,Conception d'ensemble et assemblage sur site industriel d'équipements de contrôle des processus industriels ,True
Miguel DE SOUSA - LMNP,13909,5520Z,,Hébergement touristique et autre hébergement de courte durée,2025-03-18,0,92D60B90-DCEE-EF11-9341-002248998FE6,Hébergement touristique et autre hébergement de courte durée ,True
NANI 2,14133,NAN,,Gestion de biens immobiliers,2025-05-16,0,ADB69ED0-532B-F011-8C4D-0022489B2A5D,,True
CHARETIER,13241,1071C,,Boulangerie,2024-09-26,1,0266C2D0-7821-EF11-840A-0022489B66E1,Boulangerie et boulangerie-pâtisserie,True
HORIZON,13246,6820A,,Location de logement meublé,2024-06-17,0,8D7E1DDF-5822-EF11-840A-0022489B66E1,Location de logements,True
PASSION KICK RECORDS,13212,5920Z,,Edition musicale,2024-12-04,0,6194685F-5313-EF11-9F89-0022489B66E1,Enregistrement sonore et édition musicale ,True
123 AUDIT,13215,7112B,,Etudes techniques,2024-09-17,0,64887AF9-5D13-EF11-9F89-0022489B66E1,"Ingénierie, études techniques",True
ATLAS CONSTRUCTION,13222,4399C,,Travaux de maçonnerie générale,2024-06-13,1,7A25E2BC-5317-EF11-9F89-0022489B66E1,Travaux de maçonnerie générale et gros œuvre de bâtiment,True
LEBRUN DOMINIQUE,00003,2341Z,IND,,,0,0E6E3A83-B0E7-EB11-BACB-0022489B9951,Fabrication d'articles céramiques à usage domestique ou ornemental,True
LEROUX ,00142,NAN,IND,,,0,BF4720BC-B0E7-EB11-BACB-0022489B9951,,True
SPECINOV,00157,6201Z,SARL,,,0,6A1C22C2-B0E7-EB11-BACB-0022489B9951,Programmation informatique,True
POTET,00178,8121Z,SARL,,,0,991C22C2-B0E7-EB11-BACB-0022489B9951,Nettoyage courant des bâtiments,True
CANEPI,00192,3320C,SASU,Conception d'ensemble et assemblage sur site industriel d'équipements de contrôle des processus indu,1900-01-01,0,394132C8-B0E7-EB11-BACB-0022489B9951,Conception d'ensemble et assemblage sur site industriel d'équipements de contrôle des processus industriels ,True
BEAUSSIER JEAN PAUL,00200,4781Z,IND,,,0,EDC02ED4-B0E7-EB11-BACB-0022489B9951,Commerce de détail alimentaire sur éventaires et marchés,True
LA GRAINE INFORMATIQUE,00207,6201Z,SASU,,,0,BAF732DA-B0E7-EB11-BACB-0022489B9951,Programmation informatique,True
COUTABLE CHRISTOPHE,00218,4520A,IND,,,0,1A422BE0-B0E7-EB11-BACB-0022489B9951,Entretien et réparation de véhicules automobiles légers,True
ROBIN,00327,3250A,SA,,,0,ED70F3EB-B0E7-EB11-BACB-0022489B9951,Fabrication de matériel médico-chirurgical et dentaire,True
BLACK BOX,00334,5920Z,SARL,Enregistrement sonore et édition musicale,1992-07-01,0,1CB72CF4-B0E7-EB11-BACB-0022489B9951,Enregistrement sonore et édition musicale ,True
HESIODE,00369,4634Z,SAS,,,0,5DB235FA-B0E7-EB11-BACB-0022489B9951,Commerce de gros (commerce interentreprises) de boissons,True
FINANCIERE FOCH,00382,7022Z,SARL,,,0,522D0201-B1E7-EB11-BACB-0022489B9951,Conseil pour les affaires et autres conseils de gestion,True
UNE FAMILLE UN TOIT,00404,NAN,ASS,,,0,8786160D-B1E7-EB11-BACB-0022489B9951,,True
LEPELLETIER,00464,8621Z,IND,,,0,83815B20-B1E7-EB11-BACB-0022489B9951,Activité des médecins généralistes,True
MAINE ANJOU PEINTURE,00483,4669B,EURL,,,0,C9E59027-B1E7-EB11-BACB-0022489B9951,Commerce de gros (commerce interentreprises) de fournitures et équipements industriels divers,True
CHALOT,00521,4332A,SARL,,1996-06-01,0,86350D58-B1E7-EB11-BACB-0022489B9951,Travaux de menuiserie bois et PVC,True
AGIR RECOUVREMENT,00608,8291Z,SASU,,,0,23360D58-B1E7-EB11-BACB-0022489B9951,Activités des agences de recouvrement de factures et des sociétés d'information financière sur la clientèle,True
SOMECA,00632,5010Z,SARL,,,0,79522664-B1E7-EB11-BACB-0022489B9951,Transports maritimes et côtiers de passagers,True
PACK'REALISATIONS,00652,2829A,SA,,,0,46BD1E6A-B1E7-EB11-BACB-0022489B9951,"Fabrication d'équipements d'emballage, de conditionnement et de pesage ",True
GBH BILLARD HOME,00680,4759B,EURL,,,0,A1B89877-B1E7-EB11-BACB-0022489B9951,Commerce de détail d'autres équipements du foyer,True
CHRISTOPHE HERVE,00694,8130Z,SARL,,,0,ECAD378A-B1E7-EB11-BACB-0022489B9951,Services d'aménagement paysager ,True
ROUX DEVELOPPEMENT,00708,1812Z,SASU,,,0,58A49D90-B1E7-EB11-BACB-0022489B9951,Autre imprimerie (labeur),True
DE CATHELINEAU PHILIPPE,00715,8621Z,IND,,,0,67D9FA9E-B1E7-EB11-BACB-0022489B9951,Activité des médecins généralistes,True
BRIAND,00724,9602A,IND,,,0,0799D0A8-B1E7-EB11-BACB-0022489B9951,Coiffure,True
D'EXPLOITATION HULIN,00731,4752A,SARL,,,0,C0E0D2AE-B1E7-EB11-BACB-0022489B9951,"Commerce de détail de quincaillerie, peintures et verres en petites surfaces (moins de 400 m2)",True
CHUPIN ANDRÉ,00749,6820B,GFA,,2010-09-13,0,B03625BB-B1E7-EB11-BACB-0022489B9951,Location de terrains et d'autres biens immobiliers,True
SETRI,00751,283C,SARL,,,0,003725BB-B1E7-EB11-BACB-0022489B9951,,True
SECURAUTO SUD,00760,7120A,SARL,,,0,C5F931CD-B1E7-EB11-BACB-0022489B9951,Contrôle technique automobile,True
JEAN PAUL BRULON,00781,0240Z,EURL,,,0,859044D3-B1E7-EB11-BACB-0022489B9951,Services de soutien à l'exploitation forestière,True
VOLETS ROULANTS SERVICE,00799,2223Z,SARL,,,0,40A256DF-B1E7-EB11-BACB-0022489B9951,Fabrication d'éléments en matières plastiques pour la construction,True
ANJOU EXPRESS,00809,641C,SARL,,,0,E5A256DF-B1E7-EB11-BACB-0022489B9951,,True
MOREAU TESSIER,00815,4520A,SARL,,,0,63AD91E5-B1E7-EB11-BACB-0022489B9951,Entretien et réparation de véhicules automobiles légers,True
SHELLY,00847,5829C,SARL,,,0,EB8648FF-B1E7-EB11-BACB-0022489B9951,Edition de logiciels applicatifs,True
LANDREAU,00860,0121Z,SDF,,,0,028748FF-B1E7-EB11-BACB-0022489B9951,Culture de la vigne,True
GAUTIER DANIEL,00865,3320B,EURL,,,0,75DC9A0B-B2E7-EB11-BACB-0022489B9951,Installation de machines et équipements mécaniques,True
TRANSPORTS AUDOUIN,00870,4941A,EURL,,2002-07-05,0,D7DC9A0B-B2E7-EB11-BACB-0022489B9951,Transports routiers de fret interurbains,True
LABO 44,00885,3101Z,EURL,,,0,C4BF9917-B2E7-EB11-BACB-0022489B9951,Fabrication de meubles de bureau et de magasin,True
DELHUMEAU,00887,6820A,SCI,,,0,4FC09917-B2E7-EB11-BACB-0022489B9951,Location de logements,True
DIFFUSION PAYS DE LOIRE,00912,4673A,SARL,,1998-03-19,0,5ADCD123-B2E7-EB11-BACB-0022489B9951,Commerce de gros (commerce interentreprises) de bois et de matériaux de construction ,True
MIJDOM,00943,714B,EURL,,,0,816A1C49-B2E7-EB11-BACB-0022489B9951,,True
GMCY,00951,4332A,EURL,,2000-01-01,0,38189E50-B2E7-EB11-BACB-0022489B9951,Travaux de menuiserie bois et PVC,True
BOUYER GUINDON,00958,4631Z,SAS,,,0,204FA256-B2E7-EB11-BACB-0022489B9951,Commerce de gros (commerce interentreprises) de fruits et légumes,True
PENISSON,00963,8621Z,IND,,,0,A7999A5C-B2E7-EB11-BACB-0022489B9951,Activité des médecins généralistes,True
ATELOG PAYE,00968,NAN,SA,,,0,87E49262-B2E7-EB11-BACB-0022489B9951,,True
SERRURERIE 53,00970,4332B,SARL,,1999-01-01,0,3BE59262-B2E7-EB11-BACB-0022489B9951,Travaux de menuiserie métallique et serrurerie,True
STIMM,00986,1624Z,SARL,,1999-03-08,0,7584897A-B2E7-EB11-BACB-0022489B9951,Fabrication d'emballages en bois,True
L'ARDELIERE,00990,7022Z,SCI,,,0,EE401381-B2E7-EB11-BACB-0022489B9951,Conseil pour les affaires et autres conseils de gestion,True
JULIEN CONCEPT,00992,4776Z,SARL,,1999-03-31,0,F9391C87-B2E7-EB11-BACB-0022489B9951,"Commerce de détail de fleurs, plantes, graines, engrais, animaux de compagnie et aliments pour ces animaux en magasin spécialisé",True
AVOCONSEIL,00995,6910Z,SELARL,,1999-10-28,0,A43A1C87-B2E7-EB11-BACB-0022489B9951,Activités juridiques,True
LES TROPIQUES,01005,7022Z,SCI,,,0,C4951193-B2E7-EB11-BACB-0022489B9951,Conseil pour les affaires et autres conseils de gestion,True
TOUZE MAURICETTE ,01006,5610A,IND,,1999-05-20,0,37D45E9A-B2E7-EB11-BACB-0022489B9951,Restauration traditionnelle,True
BELLANGER,01012,0111Z,IND,,1999-05-20,0,A38D59A8-B2E7-EB11-BACB-0022489B9951,"Culture de céréales (à l'exception du riz), de légumineuses et de graines oléagineuses",True
CHHUOK,01013,5610A,IND,,1999-06-03,0,F08D59A8-B2E7-EB11-BACB-0022489B9951,Restauration traditionnelle,True
LOISON,01014,9602A,IND,,1999-06-07,0,7335D0AE-B2E7-EB11-BACB-0022489B9951,Coiffure,True
ROUSSEAU THIERRY,01048,NAN,IND,,1999-11-22,0,8ACBAEC1-B2E7-EB11-BACB-0022489B9951,,True
ARMA FINANCE,01062,6430Z,SASU,,2011-10-31,0,B3CBAEC1-B2E7-EB11-BACB-0022489B9951,Fonds de placement et entités financières similaires,True
VALERI,01066,3102Z,SARL,,2000-01-10,0,C169B5C7-B2E7-EB11-BACB-0022489B9951,Fabrication de meubles de cuisine ,True
RP AGENCEMENT,01083,454J,EURL,,2000-02-01,0,7A8097DA-B2E7-EB11-BACB-0022489B9951,,True
3C,01098,9001Z,EURL,,2000-03-15,0,46ACEBEC-B2E7-EB11-BACB-0022489B9951,Arts du spectacle vivant,True
ALEXANDRE ET CLAUDINE,01105,9602A,SARL,,2000-04-01,0,89923EF3-B2E7-EB11-BACB-0022489B9951,Coiffure,True
MV TRANSACTIONS,01116,703A,SARL,,,0,9F017CF9-B2E7-EB11-BACB-0022489B9951,,True
CEFIGA TOURS,01128,NAN,GIE,,2000-06-09,0,3595AA05-B3E7-EB11-BACB-0022489B9951,,True
DELTAPUB,01141,4649Z,EURL,,2000-07-20,0,50428418-B3E7-EB11-BACB-0022489B9951,Commerce de gros (commerce interentreprises) d'autres biens domestiques ,True
MARTIN,01144,5630Z,IND,,2000-08-23,0,D2428418-B3E7-EB11-BACB-0022489B9951,Débits de boissons,True
PERFORMANCE,01148,6820B,SCI,,2000-09-07,0,2B06E425-B3E7-EB11-BACB-0022489B9951,Location de terrains et d'autres biens immobiliers,True
ARISTEE,01152,1721B,SARL,Fabrication de cartonnages,2000-09-25,12,BEB0DE2B-B3E7-EB11-BACB-0022489B9951,Fabrication de cartonnages ,True
AGI,01156,4673A,SARL,Commerce de gros (commerce interentreprises) de bois et de matériaux de construction,2001-01-16,6,5948E531-B3E7-EB11-BACB-0022489B9951,Commerce de gros (commerce interentreprises) de bois et de matériaux de construction ,True
TANCHOT,01158,5610C,IND,,2000-10-01,0,B86DF537-B3E7-EB11-BACB-0022489B9951,Restauration de type rapide,True
FINANCIERE STEPHANE PAYE,01182,6420Z,EURL,,2001-01-25,0,9E38094A-B3E7-EB11-BACB-0022489B9951,Activités des sociétés holding,True
LES CHAMPS SCI,01188,702A,SCI,,2001-02-14,0,8E39094A-B3E7-EB11-BACB-0022489B9951,,True
BOUVET,01207,4781Z,IND,,2001-04-18,0,44AEFB63-B3E7-EB11-BACB-0022489B9951,Commerce de détail alimentaire sur éventaires et marchés,True
BPM,01220,9602A,SARL,,2001-05-29,0,BAACFD69-B3E7-EB11-BACB-0022489B9951,Coiffure,True
GROUPE FLORY,01230,NAN,SA,,2001-03-31,0,10FE397C-B3E7-EB11-BACB-0022489B9951,,True
COMPAGNIE FINANCIERE PRIVEE,01266,6420Z,SARL,,2001-12-14,0,5DBEEA90-B3E7-EB11-BACB-0022489B9951,Activités des sociétés holding,True
ASS COMMERCANTS BEAUJOIRE,01268,9499Z,ASS,,2001-12-12,0,1A840C9E-B3E7-EB11-BACB-0022489B9951,Autres organisations fonctionnant par adhésion volontaire,True
ALS INFORMATIQUE,01269,NAN,SA,,2001-12-18,0,31840C9E-B3E7-EB11-BACB-0022489B9951,,True
ARMA DECOUP,01270,2223Z,SAS,,2012-01-16,0,CF1951A4-B3E7-EB11-BACB-0022489B9951,Fabrication d'éléments en matières plastiques pour la construction,True
PREVENANCE,01297,6420Z,EURL,,2002-03-18,0,E792ABCA-B3E7-EB11-BACB-0022489B9951,Activités des sociétés holding,True
WEIBEL Hubert,01307,8690E,IND,"Activités des professionnels de la rééducation, de l'appareillage et des pédicures-podologues",2002-04-09,0,530FB1DC-B3E7-EB11-BACB-0022489B9951,"Activités des professionnels de la rééducation, de l’appareillage et des pédicures-podologues",True
GARAGE BREUX COMMER,01330,NAN,EURL,,,0,A6F3AFE8-B3E7-EB11-BACB-0022489B9951,,True
AUCHER MICHEL,01332,1071C,IND,,2002-07-09,0,A201CCEE-B3E7-EB11-BACB-0022489B9951,Boulangerie et boulangerie-pâtisserie,True
DIARD CYRIAQUE,01333,8551Z,IND,,2002-07-05,0,CB01CCEE-B3E7-EB11-BACB-0022489B9951,Enseignement de disciplines sportives et d'activités de loisirs,True
ATEM,01339,285D,SARL,,,0,AE73CBF4-B3E7-EB11-BACB-0022489B9951,,True
BREMOND,01341,1310Z,IND,,,0,0974CBF4-B3E7-EB11-BACB-0022489B9951,Préparation de fibres textiles et filature,True
ABCM,01345,8299Z,EURL,,2002-08-30,0,8F96DBFA-B3E7-EB11-BACB-0022489B9951,Autres activités de soutien aux entreprises n.c.a.,True
BRIDGE PLUS VOYAGES,01368,7911Z,SARL,,,0,69078513-B4E7-EB11-BACB-0022489B9951,Activités des agences de voyage,True
CERELY,01369,6820B,SCI,,,0,EA078513-B4E7-EB11-BACB-0022489B9951,Location de terrains et d'autres biens immobiliers,True
ROCADE LOISIRS,01380,4764Z,SA,,2002-11-16,0,06D47925-B4E7-EB11-BACB-0022489B9951,Commerce de détail d'articles de sport en magasin spécialisé,True
OPCO SANTE,01381,9499Z,ASS,,2003-01-10,0,832EA72D-B4E7-EB11-BACB-0022489B9951,Autres organisations fonctionnant par adhésion volontaire,True
CONTAINER CENTRALEN FRANCE,01386,4669B,EURL,,2003-01-22,0,942EA72D-B4E7-EB11-BACB-0022489B9951,Commerce de gros (commerce interentreprises) de fournitures et équipements industriels divers,True
LEBON,01389,4941A,SARL,,2003-01-29,0,0BAE433A-B4E7-EB11-BACB-0022489B9951,Transports routiers de fret interurbains,True
MSC,01407,NAN,SARL,,2003-04-10,0,3C05AB52-B4E7-EB11-BACB-0022489B9951,,True
FAURE,01412,4334Z,IND,,2003-04-11,0,D44D466B-B4E7-EB11-BACB-0022489B9951,Travaux de peinture et vitrerie,True
SAINT JOSEPH,01420,6820B,SCI,,2003-05-13,0,75BFBF7D-B4E7-EB11-BACB-0022489B9951,Location de terrains et d'autres biens immobiliers,True
CAVAL DIDIER,01440,4540Z,IND,,2003-08-01,0,5B9ECB9C-B4E7-EB11-BACB-0022489B9951,Commerce et réparation de motocycles,True
ELATA,01453,6420Z,SARL,,,0,A45AE2A8-B4E7-EB11-BACB-0022489B9951,Activités des sociétés holding,True
BACRIE,01454,741J,EURL,,,0,77CFE1AE-B4E7-EB11-BACB-0022489B9951,,True
CAFE CREME,01487,5610A,SARL,,2004-01-06,0,ED4D41D1-B4E7-EB11-BACB-0022489B9951,Restauration traditionnelle,True
ASSO.COMMERCANTS ST SERGE,01489,9499Z,ASS,,2004-01-15,0,7A4E41D1-B4E7-EB11-BACB-0022489B9951,Autres organisations fonctionnant par adhésion volontaire,True
B.C.E.C.,01505,702C,SCI,,2004-02-05,0,A6A154E9-B4E7-EB11-BACB-0022489B9951,,True
MENWI'S,01508,4332A,EURL,Travaux de menuiserie bois et pvc,2004-02-10,0,727456EF-B4E7-EB11-BACB-0022489B9951,Travaux de menuiserie bois et PVC,True
PC CONSULTANTS,01534,7022Z,SARL,,2004-04-19,0,0003890C-B5E7-EB11-BACB-0022489B9951,Conseil pour les affaires et autres conseils de gestion,True
